Order Date,Order ID,Product,Purchase Address,Quantity Ordered,Price Each,Cost price
2019-08-01 10:50:00,237474,AA Batteries (4-pack),"474 Cedar St, Boston, MA 02215",3,3.84,1.92
2019-05-27 00:51:00,209650,Lightning Charging Cable,"823 13th St, Portland, OR 97035",1,14.95,7.475
2019-07-31 22:50:00,234899,AA Batteries (4-pack),"647 7th St, San Francisco, CA 94016",1,3.84,1.92
2019-06-03 14:01:00,214605,AA Batteries (4-pack),"714 Walnut St, Dallas, TX 75001",2,3.84,1.92
2019-04-30 18:49:00,183666,AAA Batteries (4-pack),"837 7th St, New York City, NY 10001",2,2.99,1.495
2019-12-02 20:56:00,312849,Lightning Charging Cable,"837 Forest St, Boston, MA 02215",1,14.95,7.475
2019-04-25 23:45:00,188368,34in Ultrawide Monitor,"406 Park St, New York City, NY 10001",1,379.99,125.3967
2019-12-26 15:06:00,319384,20in Monitor,"349 12th St, San Francisco, CA 94016",1,109.99,71.4935
2019-08-08 15:44:00,245715,AA Batteries (4-pack),"948 Hill St, Atlanta, GA 30301",1,3.84,1.92
2019-05-07 10:08:00,196292,iPhone,"530 5th St, Boston, MA 02215",1,700,231
2019-05-25 16:57:00,196391,27in FHD Monitor,"457 Spruce St, San Francisco, CA 94016",1,149.99,97.4935
2019-03-17 16:57:00,174215,AA Batteries (4-pack),"256 6th St, Los Angeles, CA 90001",1,3.84,1.92
2019-05-16 19:04:00,207113,AAA Batteries (4-pack),"301 Elm St, Los Angeles, CA 90001",2,2.99,1.495
2019-11-27 20:46:00,289399,AAA Batteries (4-pack),"333 11th St, Portland, OR 97035",2,2.99,1.495
2019-12-25 23:05:00,316094,USB-C Charging Cable,"944 South St, Seattle, WA 98101",1,11.95,5.975
2019-12-23 09:21:00,312526,AA Batteries (4-pack),"823 7th St, Boston, MA 02215",2,3.84,1.92
2019-10-30 14:54:00,268241,USB-C Charging Cable,"883 Maple St, Dallas, TX 75001",1,11.95,5.975
2019-09-26 15:37:00,254932,Wired Headphones,"706 Forest St, New York City, NY 10001",1,11.99,5.995
2019-01-31 14:42:00,148443,AA Batteries (4-pack),"120 Center St, Boston, MA 02215",1,3.84,1.92
2019-03-19 09:44:00,166662,AA Batteries (4-pack),"357 10th St, Atlanta, GA 30301",1,3.84,1.92
2019-11-24 09:39:00,280835,27in FHD Monitor,"622 Spruce St, Seattle, WA 98101",1,149.99,97.4935
2019-10-08 00:41:00,263238,Lightning Charging Cable,"757 Elm St, San Francisco, CA 94016",1,14.95,7.475
2019-08-21 15:22:00,243506,Lightning Charging Cable,"592 Hill St, San Francisco, CA 94016",1,14.95,7.475
2019-04-30 18:46:00,177352,34in Ultrawide Monitor,"464 Walnut St, Los Angeles, CA 90001",1,379.99,125.3967
2019-07-07 13:01:00,223476,Lightning Charging Cable,"182 2nd St, New York City, NY 10001",1,14.95,7.475
2019-05-18 23:11:00,206955,AA Batteries (4-pack),"104 Dogwood St, Dallas, TX 75001",1,3.84,1.92
2019-12-01 00:02:00,283858,AA Batteries (4-pack),"85 Wilson St, Portland, OR 97035",1,3.84,1.92
2019-01-11 15:22:00,148599,iPhone,"165 Sunset St, Los Angeles, CA 90001",1,700,231
2019-08-12 08:11:00,244860,Vareebadd Phone,"692 12th St, Los Angeles, CA 90001",1,400,132
2019-05-07 15:59:00,196594,34in Ultrawide Monitor,"327 Park St, New York City, NY 10001",1,379.99,125.3967
2019-02-04 19:54:00,157416,USB-C Charging Cable,"286 Adams St, Atlanta, GA 30301",1,11.95,5.975
2019-07-01 17:51:00,232982,iPhone,"859 14th St, Seattle, WA 98101",1,700,231
2019-08-13 17:18:00,242828,27in 4K Gaming Monitor,"650 South St, New York City, NY 10001",1,389.99,128.6967
2019-11-15 15:33:00,286655,iPhone,"603 Sunset St, Boston, MA 02215",1,700,231
2019-03-17 09:05:00,170821,AAA Batteries (4-pack),"16 4th St, San Francisco, CA 94016",1,2.99,1.495
2019-06-08 19:30:00,215298,Apple Airpods Headphones,"707 Jackson St, Dallas, TX 75001",1,150,97.5
2019-05-19 19:48:00,209840,Macbook Pro Laptop,"530 Forest St, San Francisco, CA 94016",1,1700,561
2019-04-01 11:21:00,182801,Bose SoundSport Headphones,"512 Lake St, San Francisco, CA 94016",1,99.99,49.995
2019-04-06 21:50:00,190300,Wired Headphones,"817 Church St, Seattle, WA 98101",1,11.99,5.995
2019-10-09 11:49:00,278778,AAA Batteries (4-pack),"571 Washington St, Atlanta, GA 30301",2,2.99,1.495
2019-11-18 18:13:00,294138,20in Monitor,"382 Lakeview St, Atlanta, GA 30301",1,109.99,71.4935
2019-07-26 16:45:00,234842,AA Batteries (4-pack),"846 7th St, Dallas, TX 75001",1,3.84,1.92
2019-07-23 09:46:00,226020,Lightning Charging Cable,"38 Adams St, New York City, NY 10001",1,14.95,7.475
2019-09-01 12:58:00,250766,34in Ultrawide Monitor,"278 11th St, Dallas, TX 75001",1,379.99,125.3967
2019-01-14 21:11:00,147397,Wired Headphones,"672 Walnut St, San Francisco, CA 94016",1,11.99,5.995
2019-12-06 21:10:00,313065,Lightning Charging Cable,"210 Washington St, Atlanta, GA 30301",1,14.95,7.475
2019-05-08 19:12:00,199150,AAA Batteries (4-pack),"717 9th St, San Francisco, CA 94016",2,2.99,1.495
2019-12-17 19:21:00,306438,LG Washing Machine,"332 Walnut St, San Francisco, CA 94016",1,600,198
2019-10-11 13:02:00,277344,27in 4K Gaming Monitor,"874 Jefferson St, New York City, NY 10001",1,389.99,128.6967
2019-06-02 18:49:00,221141,AAA Batteries (4-pack),"776 Main St, San Francisco, CA 94016",4,2.99,1.495
2019-07-21 11:54:00,228600,Wired Headphones,"417 Cherry St, San Francisco, CA 94016",1,11.99,5.995
2019-04-14 08:26:00,179743,USB-C Charging Cable,"415 Walnut St, Seattle, WA 98101",1,11.95,5.975
2019-05-04 00:48:00,199577,AA Batteries (4-pack),"362 River St, San Francisco, CA 94016",1,3.84,1.92
2019-07-06 13:50:00,230782,Apple Airpods Headphones,"393 Spruce St, San Francisco, CA 94016",1,150,97.5
2019-10-18 12:48:00,259462,USB-C Charging Cable,"582 2nd St, Boston, MA 02215",1,11.95,5.975
2019-03-07 11:45:00,174099,20in Monitor,"275 Maple St, Dallas, TX 75001",1,109.99,71.4935
2019-12-07 07:18:00,303941,Lightning Charging Cable,"61 4th St, Boston, MA 02215",1,14.95,7.475
2019-06-15 19:05:00,212385,USB-C Charging Cable,"156 Center St, Portland, OR 97035",1,11.95,5.975
2019-04-17 11:19:00,186401,AA Batteries (4-pack),"367 Willow St, Los Angeles, CA 90001",1,3.84,1.92
2019-06-06 20:06:00,212924,AA Batteries (4-pack),"931 Cedar St, San Francisco, CA 94016",2,3.84,1.92
2019-05-17 22:22:00,200943,Lightning Charging Cable,"801 8th St, San Francisco, CA 94016",1,14.95,7.475
2019-12-20 22:25:00,309946,Wired Headphones,"158 Lincoln St, Los Angeles, CA 90001",1,11.99,5.995
2019-01-08 18:02:00,142013,Bose SoundSport Headphones,"662 10th St, Boston, MA 02215",1,99.99,49.995
2019-01-24 13:42:00,146132,AA Batteries (4-pack),"491 Church St, Dallas, TX 75001",2,3.84,1.92
2019-10-28 11:39:00,272438,AA Batteries (4-pack),"307 Johnson St, Boston, MA 02215",1,3.84,1.92
2019-02-15 12:46:00,161797,Bose SoundSport Headphones,"670 Meadow St, San Francisco, CA 94016",1,99.99,49.995
2019-08-10 12:36:00,247952,Bose SoundSport Headphones,"496 Hill St, Atlanta, GA 30301",1,99.99,49.995
2019-10-06 22:03:00,277555,Google Phone,"297 Johnson St, Boston, MA 02215",1,600,198
2019-11-27 21:14:00,293553,Lightning Charging Cable,"761 Highland St, San Francisco, CA 94016",2,14.95,7.475
2019-08-08 19:53:00,242922,AA Batteries (4-pack),"719 13th St, San Francisco, CA 94016",1,3.84,1.92
2019-01-19 15:15:00,150377,AA Batteries (4-pack),"674 Ridge St, Los Angeles, CA 90001",1,3.84,1.92
2019-07-13 08:52:00,229092,Lightning Charging Cable,"128 Dogwood St, New York City, NY 10001",1,14.95,7.475
2019-03-19 12:06:00,166836,Macbook Pro Laptop,"848 West St, Boston, MA 02215",1,1700,561
2019-07-10 13:08:00,227222,AA Batteries (4-pack),"45 Ridge St, Boston, MA 02215",1,3.84,1.92
2019-07-28 18:18:00,227294,Google Phone,"110 1st St, Austin, TX 73301",1,600,198
2019-10-15 12:28:00,264130,AA Batteries (4-pack),"153 Meadow St, Portland, ME 04101",1,3.84,1.92
2019-01-03 20:05:00,141269,27in 4K Gaming Monitor,"812 Jefferson St, Los Angeles, CA 90001",1,389.99,128.6967
2019-01-18 05:53:00,142231,Wired Headphones,"142 Sunset St, Portland, OR 97035",2,11.99,5.995
2019-12-18 14:36:00,311253,USB-C Charging Cable,"314 Ridge St, Portland, OR 97035",2,11.95,5.975
2019-11-24 19:15:00,291058,Vareebadd Phone,"894 Pine St, Los Angeles, CA 90001",1,400,132
2019-03-29 13:22:00,162201,Apple Airpods Headphones,"608 Lincoln St, New York City, NY 10001",1,150,97.5
2019-03-07 20:55:00,169005,USB-C Charging Cable,"143 7th St, Atlanta, GA 30301",1,11.95,5.975
2019-10-30 23:12:00,277396,ThinkPad Laptop,"613 River St, Austin, TX 73301",1,999.99,329.9967
2019-10-10 16:42:00,273008,Bose SoundSport Headphones,"400 Cherry St, Seattle, WA 98101",1,99.99,49.995
2019-11-12 20:45:00,289745,AAA Batteries (4-pack),"950 Walnut St, New York City, NY 10001",3,2.99,1.495
2019-05-28 19:27:00,202203,AAA Batteries (4-pack),"374 9th St, Austin, TX 73301",1,2.99,1.495
2019-07-08 11:46:00,231746,Lightning Charging Cable,"780 Center St, Seattle, WA 98101",1,14.95,7.475
2019-10-01 23:16:00,262487,Google Phone,"308 Johnson St, San Francisco, CA 94016",1,600,198
2019-09-18 18:31:00,253616,27in FHD Monitor,"349 West St, Boston, MA 02215",1,149.99,97.4935
2019-01-20 13:08:00,141373,27in FHD Monitor,"82 Hickory St, San Francisco, CA 94016",1,149.99,97.4935
2019-04-17 17:15:00,193264,Wired Headphones,"269 Cedar St, Boston, MA 02215",1,11.99,5.995
2019-04-16 10:01:00,181324,ThinkPad Laptop,"411 Elm St, San Francisco, CA 94016",1,999.99,329.9967
2019-11-16 13:38:00,293875,USB-C Charging Cable,"911 Jackson St, Portland, OR 97035",1,11.95,5.975
2019-02-27 04:06:00,157810,Bose SoundSport Headphones,"236 9th St, San Francisco, CA 94016",1,99.99,49.995
2019-08-19 21:36:00,237869,Vareebadd Phone,"501 Wilson St, Portland, OR 97035",1,400,132
2019-10-26 13:19:00,268009,Lightning Charging Cable,"659 1st St, San Francisco, CA 94016",1,14.95,7.475
2019-06-07 13:50:00,219005,iPhone,"902 Lincoln St, Dallas, TX 75001",1,700,231
2019-07-02 22:27:00,232084,Lightning Charging Cable,"658 Hickory St, San Francisco, CA 94016",1,14.95,7.475
2019-06-02 19:41:00,221334,34in Ultrawide Monitor,"53 Johnson St, Portland, OR 97035",1,379.99,125.3967
2019-10-04 06:23:00,267221,Lightning Charging Cable,"841 Highland St, New York City, NY 10001",1,14.95,7.475
2019-12-13 03:45:00,303143,AA Batteries (4-pack),"398 Park St, San Francisco, CA 94016",1,3.84,1.92
2019-11-22 17:12:00,292055,USB-C Charging Cable,"710 Lakeview St, Boston, MA 02215",1,11.95,5.975
2019-12-26 08:08:00,307654,Bose SoundSport Headphones,"396 1st St, San Francisco, CA 94016",1,99.99,49.995
2019-02-08 00:08:00,154313,Google Phone,"536 Hickory St, San Francisco, CA 94016",1,600,198
2019-12-24 18:57:00,308942,Lightning Charging Cable,"131 Main St, New York City, NY 10001",1,14.95,7.475
2019-02-07 11:36:00,152891,Bose SoundSport Headphones,"578 Dogwood St, Los Angeles, CA 90001",1,99.99,49.995
2019-08-07 16:45:00,239372,Google Phone,"828 12th St, Portland, OR 97035",1,600,198
2019-05-29 06:35:00,200303,Bose SoundSport Headphones,"705 Cherry St, Atlanta, GA 30301",1,99.99,49.995
2019-08-10 11:06:00,244882,Flatscreen TV,"175 Ridge St, Boston, MA 02215",1,300,99
2019-03-12 23:52:00,169857,AAA Batteries (4-pack),"763 Jefferson St, San Francisco, CA 94016",1,2.99,1.495
2019-10-20 10:35:00,262753,ThinkPad Laptop,"477 Main St, Los Angeles, CA 90001",1,999.99,329.9967
2019-03-18 14:42:00,165123,Wired Headphones,"748 Meadow St, San Francisco, CA 94016",2,11.99,5.995
2019-11-07 18:07:00,287823,AAA Batteries (4-pack),"754 Forest St, Boston, MA 02215",2,2.99,1.495
2019-09-24 11:34:00,255195,Lightning Charging Cable,"679 Park St, Boston, MA 02215",1,14.95,7.475
2019-01-06 13:12:00,144420,AAA Batteries (4-pack),"888 14th St, Los Angeles, CA 90001",2,2.99,1.495
2019-02-01 16:27:00,157099,USB-C Charging Cable,"605 1st St, New York City, NY 10001",1,11.95,5.975
2019-09-22 08:41:00,255160,27in 4K Gaming Monitor,"99 Dogwood St, Boston, MA 02215",1,389.99,128.6967
2019-01-24 17:28:00,147062,Lightning Charging Cable,"547 6th St, San Francisco, CA 94016",1,14.95,7.475
2019-09-02 19:37:00,253348,27in FHD Monitor,"415 Lincoln St, Dallas, TX 75001",1,149.99,97.4935
2019-07-31 22:13:00,225446,USB-C Charging Cable,"413 Spruce St, Los Angeles, CA 90001",1,11.95,5.975
2019-03-09 11:41:00,166826,USB-C Charging Cable,"366 8th St, New York City, NY 10001",1,11.95,5.975
2019-05-23 10:59:00,208898,AA Batteries (4-pack),"256 11th St, San Francisco, CA 94016",1,3.84,1.92
2019-03-25 07:48:00,163354,Wired Headphones,"353 6th St, New York City, NY 10001",2,11.99,5.995
2019-05-07 09:41:00,206413,Macbook Pro Laptop,"391 1st St, Seattle, WA 98101",1,1700,561
2019-04-02 21:56:00,181456,AA Batteries (4-pack),"64 Forest St, Portland, OR 97035",2,3.84,1.92
2019-02-24 09:27:00,155744,Wired Headphones,"316 Hickory St, Los Angeles, CA 90001",1,11.99,5.995
2019-01-11 20:49:00,142509,USB-C Charging Cable,"64 Park St, Seattle, WA 98101",1,11.95,5.975
2019-10-07 17:16:00,261405,Flatscreen TV,"418 Adams St, Austin, TX 73301",1,300,99
2019-10-18 10:49:00,260514,Lightning Charging Cable,"464 River St, San Francisco, CA 94016",1,14.95,7.475
2019-11-02 18:56:00,295496,Wired Headphones,"401 Walnut St, San Francisco, CA 94016",1,11.99,5.995
2019-11-23 20:23:00,288486,AAA Batteries (4-pack),"769 Meadow St, New York City, NY 10001",1,2.99,1.495
2019-01-29 15:23:00,146341,USB-C Charging Cable,"998 6th St, Los Angeles, CA 90001",1,11.95,5.975
2019-03-29 11:17:00,167141,Bose SoundSport Headphones,"871 Ridge St, New York City, NY 10001",1,99.99,49.995
2019-07-17 19:19:00,227348,Flatscreen TV,"654 9th St, Dallas, TX 75001",1,300,99
2019-04-01 20:12:00,185493,27in 4K Gaming Monitor,"143 6th St, San Francisco, CA 94016",1,389.99,128.6967
2019-04-09 10:49:00,178162,Lightning Charging Cable,"888 North St, Seattle, WA 98101",1,14.95,7.475
2019-11-05 22:13:00,290587,AAA Batteries (4-pack),"433 Lincoln St, Austin, TX 73301",1,2.99,1.495
2019-10-21 18:28:00,262570,Lightning Charging Cable,"255 7th St, Seattle, WA 98101",1,14.95,7.475
2019-07-01 23:07:00,223533,AAA Batteries (4-pack),"644 Lakeview St, Seattle, WA 98101",1,2.99,1.495
2019-05-05 19:47:00,202904,iPhone,"979 11th St, San Francisco, CA 94016",1,700,231
2019-10-05 11:33:00,259475,Bose SoundSport Headphones,"339 Spruce St, Los Angeles, CA 90001",1,99.99,49.995
2019-04-09 21:30:00,183138,20in Monitor,"594 13th St, San Francisco, CA 94016",1,109.99,71.4935
2019-06-02 16:40:00,220192,Apple Airpods Headphones,"963 Hickory St, San Francisco, CA 94016",1,150,97.5
2019-05-07 20:08:00,209102,AA Batteries (4-pack),"705 Jefferson St, Boston, MA 02215",1,3.84,1.92
2019-07-16 09:33:00,227863,iPhone,"163 Willow St, San Francisco, CA 94016",1,700,231
2019-12-09 01:06:00,311628,ThinkPad Laptop,"697 Hill St, Seattle, WA 98101",1,999.99,329.9967
2019-03-01 09:01:00,175660,ThinkPad Laptop,"127 Main St, Boston, MA 02215",1,999.99,329.9967
2019-06-27 16:22:00,221906,27in 4K Gaming Monitor,"927 West St, Portland, ME 04101",1,389.99,128.6967
2019-06-24 22:44:00,214322,Vareebadd Phone,"586 Lake St, San Francisco, CA 94016",1,400,132
2019-10-19 11:47:00,278750,Apple Airpods Headphones,"194 Pine St, New York City, NY 10001",1,150,97.5
2019-06-25 23:25:00,220909,AA Batteries (4-pack),"315 Adams St, Portland, OR 97035",1,3.84,1.92
2019-11-20 12:23:00,283567,Lightning Charging Cable,"833 Forest St, Portland, OR 97035",1,14.95,7.475
2019-09-07 13:31:00,259008,Wired Headphones,"441 Meadow St, Atlanta, GA 30301",1,11.99,5.995
2019-11-13 21:33:00,281117,27in 4K Gaming Monitor,"460 Chestnut St, Austin, TX 73301",1,389.99,128.6967
2019-06-23 05:09:00,217830,USB-C Charging Cable,"957 West St, San Francisco, CA 94016",1,11.95,5.975
2019-12-25 22:32:00,312865,USB-C Charging Cable,"175 Park St, Boston, MA 02215",1,11.95,5.975
2019-08-06 11:03:00,246409,34in Ultrawide Monitor,"224 Highland St, Portland, OR 97035",1,379.99,125.3967
2019-12-17 10:17:00,313465,Lightning Charging Cable,"111 4th St, Los Angeles, CA 90001",2,14.95,7.475
2019-03-10 16:17:00,164731,Wired Headphones,"373 Johnson St, Portland, OR 97035",1,11.99,5.995
2019-12-01 17:40:00,311118,27in FHD Monitor,"183 Church St, Portland, OR 97035",1,149.99,97.4935
2019-07-17 19:08:00,234438,AA Batteries (4-pack),"821 Hickory St, Boston, MA 02215",2,3.84,1.92
2019-08-02 11:47:00,244262,20in Monitor,"170 Madison St, San Francisco, CA 94016",1,109.99,71.4935
2019-04-13 15:27:00,179375,AAA Batteries (4-pack),"816 6th St, Seattle, WA 98101",1,2.99,1.495
2019-06-02 13:11:00,220302,27in FHD Monitor,"532 Lakeview St, Atlanta, GA 30301",1,149.99,97.4935
2019-02-09 19:16:00,159538,27in 4K Gaming Monitor,"238 Lincoln St, Portland, OR 97035",1,389.99,128.6967
2019-08-19 08:38:00,241130,27in FHD Monitor,"325 12th St, Portland, OR 97035",1,149.99,97.4935
2019-05-17 00:09:00,199314,Lightning Charging Cable,"773 8th St, New York City, NY 10001",1,14.95,7.475
2019-10-29 10:34:00,277501,Flatscreen TV,"570 Maple St, Dallas, TX 75001",1,300,99
2019-02-17 03:50:00,154226,Wired Headphones,"499 Cedar St, Los Angeles, CA 90001",1,11.99,5.995
2019-12-26 17:12:00,301518,AAA Batteries (4-pack),"160 Jackson St, Boston, MA 02215",1,2.99,1.495
2019-03-07 19:00:00,176515,Lightning Charging Cable,"317 Lake St, Austin, TX 73301",1,14.95,7.475
2019-12-08 18:00:00,305244,Lightning Charging Cable,"358 Madison St, Los Angeles, CA 90001",1,14.95,7.475
2019-10-09 16:55:00,276693,USB-C Charging Cable,"6 Meadow St, Dallas, TX 75001",1,11.95,5.975
2019-02-23 10:22:00,158833,AAA Batteries (4-pack),"992 14th St, Dallas, TX 75001",4,2.99,1.495
2019-10-03 13:09:00,265091,27in 4K Gaming Monitor,"637 Sunset St, Boston, MA 02215",1,389.99,128.6967
2019-04-17 12:39:00,188306,Bose SoundSport Headphones,"111 Lincoln St, San Francisco, CA 94016",1,99.99,49.995
2019-11-24 23:17:00,288181,ThinkPad Laptop,"783 Center St, New York City, NY 10001",1,999.99,329.9967
2019-12-17 19:41:00,319030,Bose SoundSport Headphones,"837 Spruce St, Dallas, TX 75001",2,99.99,49.995
2019-10-16 11:37:00,276564,Lightning Charging Cable,"395 5th St, San Francisco, CA 94016",1,14.95,7.475
2019-01-15 22:46:00,150404,Vareebadd Phone,"596 Lincoln St, New York City, NY 10001",1,400,132
2019-12-24 06:57:00,311155,Bose SoundSport Headphones,"59 12th St, Dallas, TX 75001",1,99.99,49.995
2019-01-12 19:51:00,142368,AAA Batteries (4-pack),"94 Center St, Austin, TX 73301",1,2.99,1.495
2019-10-25 15:31:00,264727,Apple Airpods Headphones,"935 Meadow St, San Francisco, CA 94016",1,150,97.5
2019-10-04 09:15:00,267361,USB-C Charging Cable,"320 North St, New York City, NY 10001",1,11.95,5.975
2019-09-19 17:28:00,256990,Wired Headphones,"609 1st St, New York City, NY 10001",1,11.99,5.995
2019-06-16 12:19:00,221817,Flatscreen TV,"293 6th St, Boston, MA 02215",1,300,99
2019-06-26 21:21:00,221609,LG Dryer,"88 6th St, New York City, NY 10001",1,600,198
2019-07-15 19:17:00,223348,Apple Airpods Headphones,"615 10th St, Austin, TX 73301",1,150,97.5
2019-08-31 22:35:00,238942,27in FHD Monitor,"417 West St, Dallas, TX 75001",1,149.99,97.4935
2019-09-28 10:02:00,248788,Bose SoundSport Headphones,"251 Jackson St, San Francisco, CA 94016",1,99.99,49.995
2019-12-30 12:16:00,318425,34in Ultrawide Monitor,"389 4th St, New York City, NY 10001",1,379.99,125.3967
2019-09-22 11:32:00,248934,20in Monitor,"689 West St, Seattle, WA 98101",1,109.99,71.4935
2019-10-03 09:40:00,273758,USB-C Charging Cable,"926 5th St, San Francisco, CA 94016",1,11.95,5.975
2019-09-22 14:58:00,252591,Wired Headphones,"68 Jefferson St, Portland, ME 04101",1,11.99,5.995
2019-11-09 21:07:00,283498,Wired Headphones,"84 North St, Seattle, WA 98101",1,11.99,5.995
2019-05-13 10:22:00,195715,USB-C Charging Cable,"794 South St, Atlanta, GA 30301",1,11.95,5.975
2019-07-29 10:07:00,227011,Bose SoundSport Headphones,"759 10th St, New York City, NY 10001",1,99.99,49.995
2019-12-06 19:18:00,296135,Lightning Charging Cable,"298 Lincoln St, Boston, MA 02215",1,14.95,7.475
2019-02-19 09:49:00,158236,AA Batteries (4-pack),"319 West St, San Francisco, CA 94016",1,3.84,1.92
2019-08-14 13:51:00,238895,Wired Headphones,"798 Walnut St, Los Angeles, CA 90001",1,11.99,5.995
2019-02-24 16:42:00,152287,iPhone,"845 Lake St, Dallas, TX 75001",1,700,231
2019-12-05 21:26:00,313316,iPhone,"316 Main St, Los Angeles, CA 90001",1,700,231
2019-06-11 21:37:00,211472,iPhone,"826 Jackson St, New York City, NY 10001",1,700,231
2019-06-01 18:23:00,218499,AA Batteries (4-pack),"246 4th St, Boston, MA 02215",3,3.84,1.92
2019-07-03 10:11:00,223359,Apple Airpods Headphones,"135 8th St, Dallas, TX 75001",1,150,97.5
2019-10-30 18:00:00,278600,AAA Batteries (4-pack),"51 6th St, Seattle, WA 98101",2,2.99,1.495
2019-11-10 09:15:00,291533,AAA Batteries (4-pack),"70 West St, Los Angeles, CA 90001",2,2.99,1.495
2019-04-30 22:55:00,192569,Lightning Charging Cable,"933 Washington St, New York City, NY 10001",1,14.95,7.475
2019-06-08 12:57:00,220708,USB-C Charging Cable,"479 Ridge St, Boston, MA 02215",1,11.95,5.975
2019-04-28 08:23:00,186294,27in 4K Gaming Monitor,"13 Center St, San Francisco, CA 94016",1,389.99,128.6967
2019-08-11 16:13:00,246126,AA Batteries (4-pack),"213 Washington St, San Francisco, CA 94016",1,3.84,1.92
2019-07-03 14:20:00,232996,Wired Headphones,"638 4th St, Los Angeles, CA 90001",2,11.99,5.995
2019-10-29 19:27:00,265266,iPhone,"716 Main St, San Francisco, CA 94016",1,700,231
2019-10-04 17:05:00,273804,Wired Headphones,"765 Lincoln St, Los Angeles, CA 90001",1,11.99,5.995
2019-02-10 09:18:00,153242,USB-C Charging Cable,"900 Cherry St, Los Angeles, CA 90001",1,11.95,5.975
2019-02-08 19:05:00,159145,Lightning Charging Cable,"435 Lakeview St, Los Angeles, CA 90001",1,14.95,7.475
2019-09-18 09:53:00,249024,34in Ultrawide Monitor,"485 6th St, San Francisco, CA 94016",1,379.99,125.3967
2019-06-30 11:55:00,221325,Wired Headphones,"864 2nd St, San Francisco, CA 94016",1,11.99,5.995
2019-06-08 18:56:00,218085,Lightning Charging Cable,"382 Willow St, Seattle, WA 98101",1,14.95,7.475
2019-12-29 22:56:00,314237,AA Batteries (4-pack),"387 Cedar St, Atlanta, GA 30301",2,3.84,1.92
2019-12-04 09:02:00,306593,27in FHD Monitor,"562 Cherry St, San Francisco, CA 94016",1,149.99,97.4935
2019-04-11 09:56:00,184754,USB-C Charging Cable,"775 Park St, Seattle, WA 98101",1,11.95,5.975
2019-06-26 14:52:00,216135,Bose SoundSport Headphones,"769 North St, Boston, MA 02215",1,99.99,49.995
2019-10-31 15:28:00,276608,iPhone,"882 Cedar St, San Francisco, CA 94016",1,700,231
2019-07-25 15:55:00,224976,AA Batteries (4-pack),"551 Adams St, Dallas, TX 75001",2,3.84,1.92
2019-12-18 19:53:00,318034,27in FHD Monitor,"811 North St, San Francisco, CA 94016",1,149.99,97.4935
2019-10-15 14:26:00,265897,Wired Headphones,"736 Lakeview St, Boston, MA 02215",1,11.99,5.995
2019-06-13 17:59:00,214489,Apple Airpods Headphones,"3 Main St, Seattle, WA 98101",1,150,97.5
2019-08-01 20:28:00,237622,AAA Batteries (4-pack),"17 Chestnut St, Dallas, TX 75001",2,2.99,1.495
2019-02-23 22:28:00,150683,27in FHD Monitor,"632 Ridge St, San Francisco, CA 94016",1,149.99,97.4935
2019-01-29 16:22:00,147800,USB-C Charging Cable,"264 7th St, Boston, MA 02215",1,11.95,5.975
2019-02-01 11:31:00,153234,20in Monitor,"80 2nd St, Los Angeles, CA 90001",1,109.99,71.4935
2019-03-21 22:15:00,173918,Bose SoundSport Headphones,"42 Elm St, San Francisco, CA 94016",1,99.99,49.995
2019-04-17 11:28:00,185812,Wired Headphones,"284 Adams St, Dallas, TX 75001",1,11.99,5.995
2019-11-28 19:20:00,283772,Google Phone,"668 Lake St, San Francisco, CA 94016",1,600,198
2019-12-17 02:08:00,308627,AA Batteries (4-pack),"27 1st St, Atlanta, GA 30301",1,3.84,1.92
2019-11-24 07:38:00,291673,Lightning Charging Cable,"26 Adams St, New York City, NY 10001",1,14.95,7.475
2019-02-03 09:12:00,155000,27in FHD Monitor,"747 1st St, Boston, MA 02215",1,149.99,97.4935
2019-05-17 21:41:00,200986,AAA Batteries (4-pack),"445 10th St, Seattle, WA 98101",2,2.99,1.495
2019-03-12 10:16:00,175655,AAA Batteries (4-pack),"319 Dogwood St, San Francisco, CA 94016",2,2.99,1.495
2019-09-15 07:42:00,253589,Lightning Charging Cable,"874 Willow St, Dallas, TX 75001",1,14.95,7.475
2019-10-26 14:00:00,276646,Lightning Charging Cable,"596 North St, Portland, OR 97035",1,14.95,7.475
2019-01-04 09:04:00,147670,Lightning Charging Cable,"224 Center St, Atlanta, GA 30301",1,14.95,7.475
2019-10-27 22:51:00,276221,27in 4K Gaming Monitor,"739 4th St, San Francisco, CA 94016",1,389.99,128.6967
2019-01-07 19:37:00,145561,Lightning Charging Cable,"459 Dogwood St, New York City, NY 10001",1,14.95,7.475
2019-07-19 19:04:00,230584,Wired Headphones,"716 Church St, New York City, NY 10001",1,11.99,5.995
2019-02-01 13:07:00,160433,Wired Headphones,"833 13th St, Dallas, TX 75001",1,11.99,5.995
2019-02-14 21:57:00,161407,AA Batteries (4-pack),"883 Elm St, San Francisco, CA 94016",1,3.84,1.92
2019-07-28 20:17:00,231612,Wired Headphones,"572 14th St, New York City, NY 10001",1,11.99,5.995
2019-04-17 13:43:00,183551,Wired Headphones,"945 5th St, New York City, NY 10001",1,11.99,5.995
2019-04-25 14:31:00,185251,Macbook Pro Laptop,"22 Willow St, San Francisco, CA 94016",1,1700,561
